Flight No.,"Version,Booster [b]",Launch site,Payload[c],Payload mass,Orbit,Customer,Launchoutcome,Boosterlanding,Payload,Launch outcome,Version Booster,Booster landing,Date,Time
85,,,,,,,,,,,,,4 May 2019,
86,,,,,,,,,,,,,24 May 2019,
87,,,,,,,,,,,,,12 June 2019,
88,,,,,,,,,,,,,25 July 2019,
89,,,,,,,,,,,,,6 August 2019,
90,,,,,,,,,,,,,11 November 2019,
91,,,,,,,,,,,,,5 December 2019,
92,,,,,,,,,,,,,17 December 2019,
93,,,,,,,,,,,,,7 January 2020,
94,,,,,,,,,,,,,19 January 2020,
95,,,,,,,,,,,,,29 January 2020,
96,,,,,,,,,,,,,17 February 2020,
97,,,,,,,,,,,,,7 March 2020,
98,,,,,,,,,,,,,18 March 2020,
99,,,,,,,,,,,,,22 April 2020,
100,,,,,,,,,,,,,30 May 2020,
101,,,,,,,,,,,,,4 June 2020,
102,,,,,,,,,,,,,13 June 2020,
103,,,,,,,,,,,,,30 June 2020,
104,,,,,,,,,,,,,20 July 2020,
105,,,,,,,,,,,,,7 August 2020,
106,,,,,,,,,,,,,18 August 2020,
1,,,,,,,,,,,,,30 August 2020,
2,,,,,,,,,,,,,3 September 2020,
3,,,,,,,,,,,,,6 October 2020,
4,,,,,,,,,,,,,18 October 2020,
5,,,,,,,,,,,,,24 October 2020,
6,,,,,,,,,,,,,5 November 2020,
7,,,,,,,,,,,,,16 November 2020,
8,,,,,,,,,,,,,21 November 2020,
9,,,,,,,,,,,,,25 November 2020,
10,,,,,,,,,,,,,6 December 2020,
11,,,,,,,,,,,,,13 December 2020,
12,,,,,,,,,,,,,19 December 2020,
13,,,,,,,,,,,,,8 January 2021,
14,,,,,,,,,,,,,20 January 2021,
15,,,,,,,,,,,,,24 January 2021,
16,,,,,,,,,,,,,4 June 2010,
17,,,,,,,,,,,,,8 December 2010,
18,,,,,,,,,,,,,22 May 2012,
19,,,,,,,,,,,,,8 October 2012,
20,,,,,,,,,,,,,1 March 2013,
21,,,,,,,,,,,,,29 September 2013,
22,,,,,,,,,,,,,3 December 2013,
23,,,,,,,,,,,,,6 January 2014,
24,,,,,,,,,,,,,18 April 2014,
25,,,,,,,,,,,,,14 July 2014,
26,,,,,,,,,,,,,5 August 2014,
27,,,,,,,,,,,,,7 September 2014,
28,,,,,,,,,,,,,21 September 2014,
29,,,,,,,,,,,,,10 January 2015,
30,,,,,,,,,,,,,11 February 2015,
31,,,,,,,,,,,,,2 March 2015,
32,,,,,,,,,,,,,14 April 2015,
33,,,,,,,,,,,,,27 April 2015,
34,,,,,,,,,,,,,28 June 2015,
35,,,,,,,,,,,,,22 December 2015,
36,,,,,,,,,,,,,17 January 2016,
37,,,,,,,,,,,,,4 March 2016,
38,,,,,,,,,,,,,8 April 2016,
39,,,,,,,,,,,,,6 May 2016,
40,,,,,,,,,,,,,27 May 2016,
41,,,,,,,,,,,,,15 June 2016,
42,,,,,,,,,,,,,18 July 2016,
43,,,,,,,,,,,,,14 August 2016,
44,,,,,,,,,,,,,14 January 2017,
45,,,,,,,,,,,,,19 February 2017,
46,,,,,,,,,,,,,16 March 2017,
47,,,,,,,,,,,,,30 March 2017,
48,,,,,,,,,,,,,1 May 2017,
49,,,,,,,,,,,,,15 May 2017,
50,,,,,,,,,,,,,3 June 2017,
51,,,,,,,,,,,,,23 June 2017,
52,,,,,,,,,,,,,25 June 2017,
53,,,,,,,,,,,,,5 July 2017,
54,,,,,,,,,,,,,14 August 2017,
55,,,,,,,,,,,,,24 August 2017,
56,,,,,,,,,,,,,7 September 2017,
57,,,,,,,,,,,,,9 October 2017,
58,,,,,,,,,,,,,11 October 2017,
59,,,,,,,,,,,,,30 October 2017,
60,,,,,,,,,,,,,15 December 2017,
61,,,,,,,,,,,,,23 December 2017,
62,,,,,,,,,,,,,8 January 2018,
63,,,,,,,,,,,,,31 January 2018,
64,,,,,,,,,,,,,22 February 2018,
65,,,,,,,,,,,,,6 March 2018,
66,,,,,,,,,,,,,30 March 2018,
67,,,,,,,,,,,,,2 April 2018,
68,,,,,,,,,,,,,18 April 2018,
69,,,,,,,,,,,,,11 May 2018,
70,,,,,,,,,,,,,22 May 2018,
71,,,,,,,,,,,,,4 June 2018,
72,,,,,,,,,,,,,29 June 2018,
73,,,,,,,,,,,,,22 July 2018,
74,,,,,,,,,,,,,25 July 2018,
75,,,,,,,,,,,,,7 August 2018,
76,,,,,,,,,,,,,10 September 2018,
77,,,,,,,,,,,,,8 October 2018,
78,,,,,,,,,,,,,15 November 2018,
79,,,,,,,,,,,,,3 December 2018,
80,,,,,,,,,,,,,5 December 2018,
81,,,,,,,,,,,,,23 December 2018,
82,,,,,,,,,,,,,11 January 2019,
83,,,,,,,,,,,,,22 February 2019,
84,,,,,,,,,,,,,2 March 2019,
85,,,,,,,,,,,,,4 May 2019,
86,,,,,,,,,,,,,24 May 2019,
87,,,,,,,,,,,,,12 June 2019,
88,,,,,,,,,,,,,25 July 2019,
89,,,,,,,,,,,,,6 August 2019,
90,,,,,,,,,,,,,11 November 2019,
91,,,,,,,,,,,,,5 December 2019,
92,,,,,,,,,,,,,17 December 2019,
93,,,,,,,,,,,,,7 January 2020,
94,,,,,,,,,,,,,19 January 2020,
95,,,,,,,,,,,,,29 January 2020,
96,,,,,,,,,,,,,17 February 2020,
97,,,,,,,,,,,,,7 March 2020,
98,,,,,,,,,,,,,18 March 2020,
99,,,,,,,,,,,,,22 April 2020,
100,,,,,,,,,,,,,30 May 2020,
101,,,,,,,,,,,,,4 June 2020,
102,,,,,,,,,,,,,13 June 2020,
103,,,,,,,,,,,,,30 June 2020,
104,,,,,,,,,,,,,20 July 2020,
105,,,,,,,,,,,,,7 August 2020,
106,,,,,,,,,,,,,18 August 2020,
1,,,,,,,,,,,,,30 August 2020,
2,,,,,,,,,,,,,3 September 2020,
3,,,,,,,,,,,,,6 October 2020,
4,,,,,,,,,,,,,18 October 2020,
5,,,,,,,,,,,,,24 October 2020,
6,,,,,,,,,,,,,5 November 2020,
7,,,,,,,,,,,,,16 November 2020,
8,,,,,,,,,,,,,21 November 2020,
9,,,,,,,,,,,,,25 November 2020,
10,,,,,,,,,,,,,6 December 2020,
11,,,,,,,,,,,,,13 December 2020,
12,,,,,,,,,,,,,19 December 2020,
13,,,,,,,,,,,,,8 January 2021,
14,,,,,,,,,,,,,20 January 2021,
15,,,,,,,,,,,,,24 January 2021,
16,,,,,,,,,,,,,4 June 2010,
17,,,,,,,,,,,,,8 December 2010,
18,,,,,,,,,,,,,22 May 2012,
1,,,,,,,,,,,,,8 October 2012,
2,,,,,,,,,,,,,1 March 2013,
3,,,,,,,,,,,,,29 September 2013,
4,,,,,,,,,,,,,3 December 2013,
5,,,,,,,,,,,,,6 January 2014,
6,,,,,,,,,,,,,18 April 2014,
7,,,,,,,,,,,,,14 July 2014,
8,,,,,,,,,,,,,5 August 2014,
9,,,,,,,,,,,,,7 September 2014,
10,,,,,,,,,,,,,21 September 2014,
11,,,,,,,,,,,,,10 January 2015,
12,,,,,,,,,,,,,11 February 2015,
13,,,,,,,,,,,,,2 March 2015,
14,,,,,,,,,,,,,14 April 2015,
15,,,,,,,,,,,,,27 April 2015,
16,,,,,,,,,,,,,4 June 2010,
17,,,,,,,,,,,,,8 December 2010,
18,,,,,,,,,,,,,22 May 2012,
19,,,,,,,,,,,,,8 October 2012,
20,,,,,,,,,,,,,1 March 2013,
21,,,,,,,,,,,,,29 September 2013,
22,,,,,,,,,,,,,3 December 2013,
23,,,,,,,,,,,,,6 January 2014,
24,,,,,,,,,,,,,18 April 2014,
25,,,,,,,,,,,,,14 July 2014,
26,,,,,,,,,,,,,5 August 2014,
27,,,,,,,,,,,,,7 September 2014,
28,,,,,,,,,,,,,21 September 2014,
29,,,,,,,,,,,,,10 January 2015,
30,,,,,,,,,,,,,11 February 2015,
31,,,,,,,,,,,,,2 March 2015,
32,,,,,,,,,,,,,14 April 2015,
33,,,,,,,,,,,,,27 April 2015,
34,,,,,,,,,,,,,28 June 2015,
35,,,,,,,,,,,,,22 December 2015,
36,,,,,,,,,,,,,17 January 2016,
37,,,,,,,,,,,,,4 March 2016,
38,,,,,,,,,,,,,8 April 2016,
39,,,,,,,,,,,,,6 May 2016,
40,,,,,,,,,,,,,27 May 2016,
41,,,,,,,,,,,,,15 June 2016,
42,,,,,,,,,,,,,18 July 2016,
43,,,,,,,,,,,,,14 August 2016,
44,,,,,,,,,,,,,14 January 2017,
45,,,,,,,,,,,,,19 February 2017,
46,,,,,,,,,,,,,16 March 2017,
47,,,,,,,,,,,,,30 March 2017,
48,,,,,,,,,,,,,1 May 2017,
49,,,,,,,,,,,,,15 May 2017,
50,,,,,,,,,,,,,3 June 2017,
51,,,,,,,,,,,,,23 June 2017,
52,,,,,,,,,,,,,25 June 2017,
53,,,,,,,,,,,,,5 July 2017,
54,,,,,,,,,,,,,14 August 2017,
55,,,,,,,,,,,,,24 August 2017,
56,,,,,,,,,,,,,7 September 2017,
57,,,,,,,,,,,,,9 October 2017,
58,,,,,,,,,,,,,11 October 2017,
59,,,,,,,,,,,,,30 October 2017,
60,,,,,,,,,,,,,15 December 2017,
61,,,,,,,,,,,,,23 December 2017,
62,,,,,,,,,,,,,8 January 2018,
63,,,,,,,,,,,,,31 January 2018,
64,,,,,,,,,,,,,22 February 2018,
65,,,,,,,,,,,,,6 March 2018,
66,,,,,,,,,,,,,30 March 2018,
67,,,,,,,,,,,,,2 April 2018,
68,,,,,,,,,,,,,18 April 2018,
69,,,,,,,,,,,,,11 May 2018,
70,,,,,,,,,,,,,22 May 2018,
71,,,,,,,,,,,,,4 June 2018,
72,,,,,,,,,,,,,29 June 2018,
73,,,,,,,,,,,,,22 July 2018,
74,,,,,,,,,,,,,25 July 2018,
75,,,,,,,,,,,,,7 August 2018,
76,,,,,,,,,,,,,10 September 2018,
77,,,,,,,,,,,,,8 October 2018,
78,,,,,,,,,,,,,15 November 2018,
79,,,,,,,,,,,,,3 December 2018,
80,,,,,,,,,,,,,5 December 2018,
81,,,,,,,,,,,,,23 December 2018,
82,,,,,,,,,,,,,11 January 2019,
83,,,,,,,,,,,,,22 February 2019,
84,,,,,,,,,,,,,2 March 2019,
85,,,,,,,,,,,,,4 May 2019,
86,,,,,,,,,,,,,24 May 2019,
87,,,,,,,,,,,,,12 June 2019,
88,,,,,,,,,,,,,25 July 2019,
89,,,,,,,,,,,,,6 August 2019,
90,,,,,,,,,,,,,11 November 2019,
91,,,,,,,,,,,,,5 December 2019,
92,,,,,,,,,,,,,17 December 2019,
93,,,,,,,,,,,,,7 January 2020,
94,,,,,,,,,,,,,19 January 2020,
95,,,,,,,,,,,,,29 January 2020,
96,,,,,,,,,,,,,17 February 2020,
97,,,,,,,,,,,,,7 March 2020,
98,,,,,,,,,,,,,18 March 2020,
99,,,,,,,,,,,,,22 April 2020,
100,,,,,,,,,,,,,30 May 2020,
101,,,,,,,,,,,,,4 June 2020,
102,,,,,,,,,,,,,13 June 2020,
103,,,,,,,,,,,,,30 June 2020,
104,,,,,,,,,,,,,20 July 2020,
105,,,,,,,,,,,,,7 August 2020,
106,,,,,,,,,,,,,18 August 2020,
1,,,,,,,,,,,,,30 August 2020,
2,,,,,,,,,,,,,3 September 2020,
3,,,,,,,,,,,,,6 October 2020,
4,,,,,,,,,,,,,18 October 2020,
5,,,,,,,,,,,,,24 October 2020,
6,,,,,,,,,,,,,5 November 2020,
7,,,,,,,,,,,,,16 November 2020,
8,,,,,,,,,,,,,21 November 2020,
9,,,,,,,,,,,,,25 November 2020,
10,,,,,,,,,,,,,6 December 2020,
11,,,,,,,,,,,,,13 December 2020,
12,,,,,,,,,,,,,19 December 2020,
13,,,,,,,,,,,,,8 January 2021,
14,,,,,,,,,,,,,20 January 2021,
15,,,,,,,,,,,,,24 January 2021,
16,,,,,,,,,,,,,4 June 2010,
17,,,,,,,,,,,,,8 December 2010,
18,,,,,,,,,,,,,22 May 2012,
19,,,,,,,,,,,,,8 October 2012,
20,,,,,,,,,,,,,1 March 2013,
21,,,,,,,,,,,,,29 September 2013,
22,,,,,,,,,,,,,3 December 2013,
23,,,,,,,,,,,,,6 January 2014,
24,,,,,,,,,,,,,18 April 2014,
25,,,,,,,,,,,,,14 July 2014,
26,,,,,,,,,,,,,5 August 2014,
27,,,,,,,,,,,,,7 September 2014,
28,,,,,,,,,,,,,21 September 2014,
29,,,,,,,,,,,,,10 January 2015,
30,,,,,,,,,,,,,11 February 2015,
31,,,,,,,,,,,,,2 March 2015,
32,,,,,,,,,,,,,14 April 2015,
33,,,,,,,,,,,,,27 April 2015,
34,,,,,,,,,,,,,28 June 2015,
35,,,,,,,,,,,,,22 December 2015,
36,,,,,,,,,,,,,17 January 2016,
37,,,,,,,,,,,,,4 March 2016,
38,,,,,,,,,,,,,8 April 2016,
39,,,,,,,,,,,,,6 May 2016,
40,,,,,,,,,,,,,27 May 2016,
41,,,,,,,,,,,,,15 June 2016,
42,,,,,,,,,,,,,18 July 2016,
43,,,,,,,,,,,,,14 August 2016,
44,,,,,,,,,,,,,14 January 2017,
45,,,,,,,,,,,,,19 February 2017,
46,,,,,,,,,,,,,16 March 2017,
47,,,,,,,,,,,,,30 March 2017,
48,,,,,,,,,,,,,1 May 2017,
49,,,,,,,,,,,,,15 May 2017,
50,,,,,,,,,,,,,3 June 2017,
51,,,,,,,,,,,,,23 June 2017,
52,,,,,,,,,,,,,25 June 2017,
53,,,,,,,,,,,,,5 July 2017,
54,,,,,,,,,,,,,14 August 2017,
55,,,,,,,,,,,,,24 August 2017,
56,,,,,,,,,,,,,7 September 2017,
57,,,,,,,,,,,,,9 October 2017,
58,,,,,,,,,,,,,11 October 2017,
59,,,,,,,,,,,,,30 October 2017,
60,,,,,,,,,,,,,15 December 2017,
61,,,,,,,,,,,,,23 December 2017,
62,,,,,,,,,,,,,8 January 2018,
63,,,,,,,,,,,,,31 January 2018,
64,,,,,,,,,,,,,22 February 2018,
65,,,,,,,,,,,,,6 March 2018,
66,,,,,,,,,,,,,30 March 2018,
67,,,,,,,,,,,,,2 April 2018,
68,,,,,,,,,,,,,18 April 2018,
69,,,,,,,,,,,,,11 May 2018,
70,,,,,,,,,,,,,22 May 2018,
71,,,,,,,,,,,,,4 June 2018,
72,,,,,,,,,,,,,29 June 2018,
73,,,,,,,,,,,,,22 July 2018,
74,,,,,,,,,,,,,25 July 2018,
75,,,,,,,,,,,,,7 August 2018,
76,,,,,,,,,,,,,10 September 2018,
77,,,,,,,,,,,,,8 October 2018,
78,,,,,,,,,,,,,15 November 2018,
79,,,,,,,,,,,,,3 December 2018,
80,,,,,,,,,,,,,5 December 2018,
81,,,,,,,,,,,,,23 December 2018,
82,,,,,,,,,,,,,11 January 2019,
83,,,,,,,,,,,,,22 February 2019,
84,,,,,,,,,,,,,2 March 2019,
85,,,,,,,,,,,,,4 May 2019,
86,,,,,,,,,,,,,24 May 2019,
87,,,,,,,,,,,,,12 June 2019,
88,,,,,,,,,,,,,25 July 2019,
89,,,,,,,,,,,,,6 August 2019,
90,,,,,,,,,,,,,11 November 2019,
91,,,,,,,,,,,,,5 December 2019,
92,,,,,,,,,,,,,17 December 2019,
93,,,,,,,,,,,,,7 January 2020,
94,,,,,,,,,,,,,19 January 2020,
95,,,,,,,,,,,,,29 January 2020,
96,,,,,,,,,,,,,17 February 2020,
97,,,,,,,,,,,,,7 March 2020,
98,,,,,,,,,,,,,18 March 2020,
99,,,,,,,,,,,,,22 April 2020,
100,,,,,,,,,,,,,30 May 2020,
101,,,,,,,,,,,,,4 June 2020,
102,,,,,,,,,,,,,13 June 2020,
103,,,,,,,,,,,,,30 June 2020,
104,,,,,,,,,,,,,20 July 2020,
105,,,,,,,,,,,,,7 August 2020,
106,,,,,,,,,,,,,18 August 2020,
1,,,,,,,,,,,,,30 August 2020,
2,,,,,,,,,,,,,3 September 2020,
3,,,,,,,,,,,,,6 October 2020,
4,,,,,,,,,,,,,18 October 2020,
5,,,,,,,,,,,,,24 October 2020,
6,,,,,,,,,,,,,5 November 2020,
7,,,,,,,,,,,,,16 November 2020,
8,,,,,,,,,,,,,21 November 2020,
9,,,,,,,,,,,,,25 November 2020,
10,,,,,,,,,,,,,6 December 2020,
11,,,,,,,,,,,,,13 December 2020,
12,,,,,,,,,,,,,19 December 2020,
13,,,,,,,,,,,,,8 January 2021,
14,,,,,,,,,,,,,20 January 2021,
15,,,,,,,,,,,,,24 January 2021,
16,,,,,,,,,,,,,4 June 2010,
17,,,,,,,,,,,,,8 December 2010,
18,,,,,,,,,,,,,22 May 2012,
19,,,,,,,,,,,,,8 October 2012,
20,,,,,,,,,,,,,1 March 2013,
21,,,,,,,,,,,,,29 September 2013,
22,,,,,,,,,,,,,3 December 2013,
23,,,,,,,,,,,,,6 January 2014,
24,,,,,,,,,,,,,18 April 2014,
25,,,,,,,,,,,,,14 July 2014,
26,,,,,,,,,,,,,5 August 2014,
27,,,,,,,,,,,,,7 September 2014,
28,,,,,,,,,,,,,21 September 2014,
29,,,,,,,,,,,,,10 January 2015,
30,,,,,,,,,,,,,11 February 2015,
31,,,,,,,,,,,,,2 March 2015,
32,,,,,,,,,,,,,14 April 2015,
33,,,,,,,,,,,,,27 April 2015,
34,,,,,,,,,,,,,28 June 2015,
35,,,,,,,,,,,,,22 December 2015,
36,,,,,,,,,,,,,17 January 2016,
37,,,,,,,,,,,,,4 March 2016,
38,,,,,,,,,,,,,8 April 2016,
39,,,,,,,,,,,,,6 May 2016,
40,,,,,,,,,,,,,27 May 2016,
41,,,,,,,,,,,,,15 June 2016,
42,,,,,,,,,,,,,18 July 2016,
43,,,,,,,,,,,,,14 August 2016,
44,,,,,,,,,,,,,14 January 2017,
45,,,,,,,,,,,,,19 February 2017,
46,,,,,,,,,,,,,16 March 2017,
47,,,,,,,,,,,,,30 March 2017,
48,,,,,,,,,,,,,1 May 2017,
49,,,,,,,,,,,,,15 May 2017,
50,,,,,,,,,,,,,3 June 2017,
51,,,,,,,,,,,,,23 June 2017,
52,,,,,,,,,,,,,25 June 2017,
53,,,,,,,,,,,,,5 July 2017,
54,,,,,,,,,,,,,14 August 2017,
55,,,,,,,,,,,,,24 August 2017,
56,,,,,,,,,,,,,7 September 2017,
57,,,,,,,,,,,,,9 October 2017,
58,,,,,,,,,,,,,11 October 2017,
59,,,,,,,,,,,,,30 October 2017,
60,,,,,,,,,,,,,15 December 2017,
61,,,,,,,,,,,,,23 December 2017,
62,,,,,,,,,,,,,8 January 2018,
63,,,,,,,,,,,,,31 January 2018,
64,,,,,,,,,,,,,22 February 2018,
65,,,,,,,,,,,,,6 March 2018,
66,,,,,,,,,,,,,30 March 2018,
67,,,,,,,,,,,,,2 April 2018,
68,,,,,,,,,,,,,18 April 2018,
69,,,,,,,,,,,,,11 May 2018,
70,,,,,,,,,,,,,22 May 2018,
71,,,,,,,,,,,,,4 June 2018,
72,,,,,,,,,,,,,29 June 2018,
73,,,,,,,,,,,,,22 July 2018,
74,,,,,,,,,,,,,25 July 2018,
75,,,,,,,,,,,,,7 August 2018,
76,,,,,,,,,,,,,10 September 2018,
77,,,,,,,,,,,,,8 October 2018,
78,,,,,,,,,,,,,15 November 2018,
79,,,,,,,,,,,,,3 December 2018,
80,,,,,,,,,,,,,5 December 2018,
81,,,,,,,,,,,,,23 December 2018,
82,,,,,,,,,,,,,11 January 2019,
83,,,,,,,,,,,,,22 February 2019,
84,,,,,,,,,,,,,2 March 2019,
85,,,,,,,,,,,,,4 May 2019,
86,,,,,,,,,,,,,24 May 2019,
87,,,,,,,,,,,,,12 June 2019,
88,,,,,,,,,,,,,25 July 2019,
89,,,,,,,,,,,,,6 August 2019,
90,,,,,,,,,,,,,11 November 2019,
91,,,,,,,,,,,,,5 December 2019,
92,,,,,,,,,,,,,17 December 2019,
93,,,,,,,,,,,,,7 January 2020,
94,,,,,,,,,,,,,19 January 2020,
95,,,,,,,,,,,,,29 January 2020,
96,,,,,,,,,,,,,17 February 2020,
97,,,,,,,,,,,,,7 March 2020,
98,,,,,,,,,,,,,18 March 2020,
99,,,,,,,,,,,,,22 April 2020,
100,,,,,,,,,,,,,30 May 2020,
101,,,,,,,,,,,,,4 June 2020,
102,,,,,,,,,,,,,13 June 2020,
103,,,,,,,,,,,,,30 June 2020,
104,,,,,,,,,,,,,20 July 2020,
105,,,,,,,,,,,,,7 August 2020,
106,,,,,,,,,,,,,18 August 2020,
,,,,,,,,,,,,,30 August 2020,
,,,,,,,,,,,,,3 September 2020,
,,,,,,,,,,,,,6 October 2020,
,,,,,,,,,,,,,18 October 2020,
,,,,,,,,,,,,,24 October 2020,
,,,,,,,,,,,,,5 November 2020,
,,,,,,,,,,,,,16 November 2020,
,,,,,,,,,,,,,21 November 2020,
,,,,,,,,,,,,,25 November 2020,
,,,,,,,,,,,,,6 December 2020,
,,,,,,,,,,,,,13 December 2020,
,,,,,,,,,,,,,19 December 2020,
,,,,,,,,,,,,,8 January 2021,
,,,,,,,,,,,,,20 January 2021,
,,,,,,,,,,,,,24 January 2021,
